title,type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Rank,Popularity,Members
Zetsumetsu Kigu-shun.,ONA,Unknown,Currently Airing,"Dec 1, 2018 to Jan, 2019",,-,-,-,Original,Kids,43 sec.,G - All Ages,N/A,12760,16451,96
Compass,ONA,Unknown,Currently Airing,"Aug 22, 2018 to ?",,-,-,"TMS Entertainment,Echoes",Game,Game,4 min.,G - All Ages,N/A,12829,13615,258
Akita Kenritsu Iburi Gakkou Chuutou-bu,TV,Unknown,Currently Airing,"Mar 14, 2017 to ?",Spring 2017,-,-,-,Original,Comedy,2 min.,G - All Ages,N/A,12899,12692,345
Ani x Para: Anata no Hero wa Dare desu ka,Special,Unknown,Currently Airing,"Nov 10, 2017 to ?",,"NHK,NHK Enterprises",-,"Nippon Animation,Gallop,TMS Entertainment,DLE",Original,Sports,5 min.,G - All Ages,N/A,12929,12433,385
Animation de Tsutaeru: Hibakusha kara no Tegami,Special,Unknown,Currently Airing,"Aug 4, 2017 to ?",,NHK,-,-,Other,"Historical,Drama",5 min.,G - All Ages,N/A,12932,13770,247
AOTU Shijie 3,ONA,Unknown,Currently Airing,"Jan 25, 2019 to ?",,-,-,-,Web manga,"Action,Sci-Fi,Adventure,Super Power,Fantasy,Shounen",18 min.,PG-13 - Teens 13 or older,N/A,12971,15363,151
Awajishima no Shichifukujin,TV,Unknown,Currently Airing,"Oct 5, 2020 to ?",Fall 2020,-,-,-,Original,"Comedy,Kids,Supernatural",5 min.,G - All Ages,N/A,13024,17166,33
Aware! Meisaku-kun,TV,Unknown,Currently Airing,"Apr 8, 2016 to ?",Spring 2016,-,-,Pie in the sky,Original,"Comedy,Parody,Kids,School",5 min.,G - All Ages,N/A,13025,12529,368
Aware! Meisaku-kun: DVD Hatsubai Kettei!,ONA,Unknown,Currently Airing,"May 5, 2017 to ?",,-,-,Pie in the sky,Original,"Comedy,Parody",1 min.,G - All Ages,N/A,13026,15140,163
Aware! Meisaku-kun: Q&A Corner,ONA,Unknown,Currently Airing,"Aug 3, 2018 to ?",,-,-,-,Original,"Comedy,Kids,Parody,School",1 min.,G - All Ages,N/A,13031,16184,109
Battle Spirits: Kakumei no Galette,ONA,Unknown,Currently Airing,"Aug 28, 2020 to ?",,-,-,-,Card game,"Game,Military,Sci-Fi,Adventure,Demons",Unknown,PG - Children,N/A,13075,12140,435
Beads no Mori no Rabi,TV,Unknown,Currently Airing,"Mar 20, 2015 to ?",Spring 2015,NHK,-,-,Original,"Kids,Magic",5 min.,G - All Ages,N/A,13080,15099,164
Biju Tune!,,Unknown,Currently Airing,"Aug 11, 2013 to ?",,-,-,-,Original,Music,1 min.,G - All Ages,N/A,13102,16055,115
Broadcast by Bibby,ONA,Unknown,Currently Airing,"May 31, 2019 to ?",,-,-,-,Original,Comedy,24 sec.,G - All Ages,N/A,13173,16012,117
Burutabu-chan,TV,Unknown,Finished Airing,Not available,,Fuji TV,-,-,Original,"Comedy,Fantasy,Magic",10 sec.,PG-13 - Teens 13 or older,N/A,13192,15100,165
Chibi Godzilla,ONA,Unknown,Currently Airing,"Dec 12, 2018 to ?",,-,-,-,Picture book,Kids,20 sec.,G - All Ages,N/A,13264,15682,133
Chikin Ramen x Gudetama,ONA,Unknown,Currently Airing,"Apr 2, 2019 to ?",,Sanrio,-,-,Original,"Comedy,Kids",52 sec.,G - All Ages,N/A,13303,12193,426
Chou Futsuu Toshi Kashiwa Densetsu: Ekimae Housou UDC2-hen,ONA,Unknown,Currently Airing,"May 22, 2017 to ?",,-,-,Super Normal Studio,Original,"Comedy,Fantasy",5 min.,PG - Children,N/A,13332,16776,73
Chou Futsuu Toshi Kashiwa Densetsu: Kashiwa no Gotouji Yuru Anime,ONA,Unknown,Currently Airing,"Jun 7, 2016 to ?",,-,-,Super Normal Studio,Original,"Comedy,Fantasy",1 min.,PG - Children,N/A,13333,16755,74
Cinderella Girls Gekijou: Extra Stage,ONA,Unknown,Currently Airing,"Mar 24, 2020 to ?",,-,-,-,4-koma manga,"Slice of Life,Comedy",Unknown,PG-13 - Teens 13 or older,N/A,13360,10882,730
Dahua Zhi Shaonian You,ONA,Unknown,Currently Airing,"Aug 15, 2020 to ?",,-,-,-,Game,Action,Unknown,None,N/A,13418,13773,247
Deluxe Da yo! Kaishain,ONA,Unknown,Currently Airing,"Jul 19, 2019 to ?",,-,-,DLE,Original,Comedy,2 min.,G - All Ages,N/A,13463,15502,143
Duel Masters King,TV,Unknown,Currently Airing,"Apr 5, 2020 to ?",Spring 2020,-,-,"Brain's Base,Shogakukan Music & Digital Entertainment",Original,"Action,Adventure,Comedy,Shounen",24 min.,G - All Ages,N/A,13549,12536,368
Elleair x Kamiusagi Rope,ONA,Unknown,Currently Airing,"Jan 3, 2018 to ?",,-,-,-,Original,"Comedy,Slice of Life",1 min.,G - All Ages,N/A,13587,14611,194
Ensemble Stars! Picture Drama,Special,Unknown,Currently Airing,"Sep 26, 2019 to ?",,-,-,-,Game,"Music,Parody,School",Unknown,G - All Ages,N/A,13594,10704,786
Ero◆Lover,ONA,Unknown,Currently Airing,"Mar 22, 2019 to ?",,"Anime Beans,Cloud22",-,Asura Film,Manga,"Romance,Ecchi,School",Unknown,R+ - Mild Nudity,N/A,13596,12635,355
Essential Free & Easy,ONA,Unknown,Currently Airing,"Apr 1, 2019 to ?",,-,-,-,Original,"Music,Dementia",1 min.,G - All Ages,N/A,13599,13620,258
Fantastic World,ONA,Unknown,Currently Airing,"Oct 31, 2016 to ?",,-,-,-,Manga,"Adventure,Music,Fantasy",1 min.,G - All Ages,N/A,13614,16943,56
Felix x Kamiusagi Rope,ONA,Unknown,Currently Airing,"Sep 3, 2017 to ?",,-,-,-,Original,"Slice of Life,Comedy",2 min.,G - All Ages,N/A,13621,13830,243
Feng Ling Yu Xiu,ONA,Unknown,Currently Airing,"Mar 31, 2017 to ?",,-,-,-,Original,"Adventure,Martial Arts",20 min.,PG-13 - Teens 13 or older,N/A,13622,10460,876
Fushigi Dagashiya: Zenitendou,TV,Unknown,Currently Airing,"Sep 8, 2020 to ?",Fall 2020,-,-,Toei Animation,Novel,"Mystery,Kids",10 min.,None,N/A,13681,13019,309
Futsuu tte Nandarou?,Special,Unknown,Currently Airing,"Nov 11, 2018 to ?",,-,-,-,Original,Slice of Life,2 min.,G - All Ages,N/A,13704,13543,264
Fuwafuwa Hour: Pui Pui & Muu Muu,TV,Unknown,Currently Airing,"Jul 12, 2017 to ?",Summer 2017,NHK,-,-,Original,"Kids,Fantasy",4 min.,G - All Ages,N/A,13715,15475,145
Gaina Tamager,ONA,Unknown,Currently Airing,"Dec 25, 2019 to ?",,-,-,Yonago Gainax,Original,"Sci-Fi,Kids",4 min.,G - All Ages,N/A,13720,16532,91
GJ8man,ONA,Unknown,Currently Airing,"Oct 8, 2016 to ?",,-,-,-,Unknown,"Comedy,Super Power",5 min.,G - All Ages,N/A,13820,14270,214
GJ8man Soushuuhen,ONA,Unknown,Currently Airing,"Oct 8, 2017 to ?",,-,-,-,Original,"Comedy,Parody,Super Power",11 min.,G - All Ages,N/A,13821,15227,158
Gohan Kaijuu Pap,TV,Unknown,Currently Airing,"Apr 25, 2011 to ?",Spring 2011,-,-,DLE,Original,"Action,Comedy,Kids",30 sec.,G - All Ages,N/A,13838,13712,251
Hakata Bus Terminal Gorou,ONA,Unknown,Currently Airing,"Mar 31, 2019 to ?",,-,-,-,Original,Comedy,3 min.,PG - Children,N/A,13921,17023,48
Hametarou,Special,Unknown,Currently Airing,"Mar 10, 2019 to ?",,-,-,-,Original,"Music,Parody",30 sec.,G - All Ages,N/A,13934,14422,205
Hanakappa,TV,Unknown,Currently Airing,"Mar 29, 2010 to ?",Spring 2010,"Group TAC,TOHO animation",-,"Xebec,OLM",Picture book,"Comedy,Kids",10 min.,PG - Children,N/A,13949,12227,418
"Hi no Tori ""Dougo Onsen-hen""",ONA,Unknown,Currently Airing,"May 24, 2019 to ?",,-,-,Pony Canyon,Manga,"Historical,Supernatural",8 min.,G - All Ages,N/A,14082,12571,363
Himitsukessha Taka no Tsume GG,ONA,Unknown,Currently Airing,"Jul 19, 2018 to ?",,-,-,-,Original,"Comedy,Parody,Super Power",1 min.,G - All Ages,N/A,14114,13962,234
Hortensia Saga,ONA,Unknown,Currently Airing,"Mar 26, 2015 to ?",,-,-,-,Game,"Game,Fantasy",34 sec.,G - All Ages,N/A,14193,10831,743
Huanji 45 Miao,ONA,Unknown,Currently Airing,"Aug, 2020 to ?",,-,-,Xanthus Media,Original,"Action,Music,Sci-Fi",Unknown,None,N/A,14217,16468,95
Ichiman,ONA,Unknown,Currently Airing,"Jul 29, 2019 to ?",,-,-,-,Original,Comedy,7 sec.,G - All Ages,N/A,14268,16947,56
Jinxiu Shenzhou Zhi Qi You Ji,TV,Unknown,Currently Airing,2013 to ?,,-,-,-,Original,"Adventure,Fantasy",13 min.,None,N/A,14396,12010,458
JRA x Gudetama,ONA,Unknown,Currently Airing,"Oct 26, 2018 to ?",,Sanrio,-,-,Original,Sports,15 sec.,G - All Ages,N/A,14412,13880,240
Kabushikigaisha Global Market CMs,Special,Unknown,Currently Airing,"Sep 30, 2015 to ?",,-,-,-,Original,"Comedy,Slice of Life",15 sec.,G - All Ages,N/A,14445,17086,41
Kaijuu Step Wandabada 2nd Season,TV,Unknown,Currently Airing,"Sep 25, 2020 to ?",Fall 2020,"Tsuburaya Productions,NHK Enterprises",-,Usagi Ou,Picture book,"Comedy,Kids",5 min.,G - All Ages,N/A,14490,17130,37
Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,ONA,Unknown,Currently Airing,"Jul 23, 2020 to ?",,-,-,-,Other,Slice of Life,Unknown,None,N/A,14526,15409,149
Kamiusagi Rope (ONA),ONA,Unknown,Currently Airing,"Jul 15, 2013 to ?",,-,-,-,Original,"Slice of Life,Comedy",2 min.,G - All Ages,N/A,14538,14687,189
Kamiusagi Rope x TOHO Cinemas,ONA,Unknown,Currently Airing,"Nov 5, 2009 to ?",,-,-,-,Original,"Comedy,Slice of Life",1 min.,G - All Ages,N/A,14550,14786,183
Kamiusagi Rope x TOHO Cinemas (Movies),Movie,Unknown,Currently Airing,"Jan 11, 2014 to ?",,-,-,-,Original,"Comedy,Slice of Life",2 min.,G - All Ages,N/A,14551,14819,181
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,-,-,-,Original,"Slice of Life,Comedy",2 min.,G - All Ages,N/A,14554,11168,650
Kana Kana Kazoku,ONA,Unknown,Currently Airing,"Jul 26, 2014 to ?",,-,-,DLE,Original,Comedy,2 min.,G - All Ages,N/A,14560,13702,252
Kao Haru CMs,Special,Unknown,Currently Airing,"Dec 28, 2018 to ?",,Trash Studio,-,-,Original,Slice of Life,1 min.,G - All Ages,N/A,14577,15326,153
Kareshi wa Hammerhead Shark,TV,Unknown,Finished Airing,"Jan 3, 2015 to ?",,-,-,Kachidoki Studio,Original,"Slice of Life,Comedy,Kids",1 min.,PG - Children,N/A,14593,14248,215
Keshikko,ONA,Unknown,Currently Airing,"Jan 7, 2019 to ?",,Kamio Japan,-,-,Original,"Music,Kids",1 min.,G - All Ages,N/A,14678,16929,58
Kiratto Pri☆chan Season 3,TV,Unknown,Currently Airing,"Apr 5, 2020 to ?",Spring 2020,syn Sophia,-,Tatsunoko Production,Game,"Music,Slice of Life,Comedy,Magic,Shoujo",24 min.,PG - Children,N/A,14748,10486,862
Koeda-chan,ONA,Unknown,Currently Airing,"Nov 16, 2018 to 2019",,-,-,-,Other,Kids,5 min.,G - All Ages,N/A,14810,16542,90
Koeda-chan CMs,Special,Unknown,Currently Airing,"Jul 28, 2014 to ?",,-,-,-,Other,Kids,1 min.,G - All Ages,N/A,14811,16635,84
Koeda-chan Ohanashi,ONA,Unknown,Currently Airing,"Jul 28, 2014 to ?",,-,-,-,Other,Kids,3 min.,G - All Ages,N/A,14812,16629,85
Koishite!! Namashi-chan,TV,Unknown,Finished Airing,"Jan 3, 2015 to ?",,-,-,Kachidoki Studio,Original,"Slice of Life,Kids",1 min.,G - All Ages,N/A,14821,14389,207
Konigiri-kun,TV,Unknown,Currently Airing,"Feb 20, 2015 to ?",Winter 2015,NHK,-,-,Original,Kids,5 min.,G - All Ages,N/A,14841,15327,153
Konna Ko Iru kana,TV,Unknown,Finished Airing,"Apr, 1986 to Mar, 1991",Spring 1986,NHK,-,-,Unknown,Kids,1 min.,PG - Children,N/A,14842,15723,132
KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,ONA,Unknown,Currently Airing,"Apr 9, 2014 to ?",,-,-,-,Unknown,"Slice of Life,Comedy",20 min.,PG-13 - Teens 13 or older,N/A,14861,13090,303
KoSys! Lite,ONA,Unknown,Currently Airing,"Jul 25, 2015 to ?",,-,-,-,Original,"Slice of Life,Comedy",5 min.,PG-13 - Teens 13 or older,N/A,14862,15394,150
Lalalacoco II,TV,Unknown,Currently Airing,"Jul 6, 2020 to ?",Summer 2020,-,-,-,Other,"Comedy,Kids,Slice of Life",Unknown,G - All Ages,N/A,14977,16787,72
Line Rangers,ONA,Unknown,Currently Airing,"Jul 24, 2014 to ?",,-,-,-,Game,"Game,Fantasy",3 min.,G - All Ages,N/A,15017,14940,175
Ling Jian Zun 4th Season,ONA,Unknown,Currently Airing,"Sep 11, 2020 to ?",,-,-,Soyep,Novel,"Action,Romance,Fantasy",Unknown,PG-13 - Teens 13 or older,N/A,15019,11540,556
Liv & Bell,TV,Unknown,Currently Airing,"Feb 15, 2013 to ?",Winter 2013,NHK,-,-,Unknown,"Adventure,Kids",5 min.,G - All Ages,N/A,15034,14908,177
Luo Xiao Hei Zhan Ji: Fan Wai,ONA,Unknown,Currently Airing,"Jul 10, 2011 to ?",,-,-,-,Original,"Comedy,Music,Parody,School",1 min.,G - All Ages,N/A,15052,12625,356
Malta no Kamishibai,ONA,Unknown,Currently Airing,"Aug 1, 2018 to ?",,-,-,-,Original,Kids,6 min.,G - All Ages,N/A,15111,16709,78
Malta no Utaou,,Unknown,Currently Airing,"Jun 13, 2019 to ?",,-,-,-,Original,"Kids,Music",2 min.,G - All Ages,N/A,15112,16886,62
Manul no Yuube,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,-,-,-,Web manga,Slice of Life,1 min.,PG-13 - Teens 13 or older,N/A,15156,13939,236
Marumaru Manul,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,-,-,Kachidoki Studio,Digital manga,Comedy,1 min.,None,N/A,15174,12494,376
Marumofubiyori,ONA,Unknown,Currently Airing,"Apr 3, 2017 to ?",,Sanrio,-,-,Original,Kids,2 min.,G - All Ages,N/A,15175,13911,238
Micchiri Wanko! Animation,TV,Unknown,Currently Airing,"Apr 1, 2020 to ?",Spring 2020,-,-,Charaction,Other,"Comedy,Kids",Unknown,G - All Ages,N/A,15249,11748,508
Miraijin Go Home,ONA,Unknown,Currently Airing,"Sep 1, 2016 to ?",,-,-,-,Original,Sci-Fi,3 min.,G - All Ages,N/A,15327,15725,132
Mobile Suit Gakuen: Kaette Kita G-Reco Koushien,Special,Unknown,Currently Airing,"Jan 17, 2020 to ?",,-,-,-,Original,"Comedy,Parody,Mecha",1 min.,PG - Children,N/A,15339,12324,403
Momoya Norihei Anime CM,Special,Unknown,Finished Airing,1958 to 2012,,-,-,-,Original,"Comedy,Parody",30 sec.,G - All Ages,N/A,15362,14586,196
Mono no Kamisama Cocotama,ONA,Unknown,Currently Airing,"Sep 26, 2019 to ?",,-,-,-,Original,"Slice of Life,Kids,Magic,Fantasy",5 min.,None,N/A,15371,15288,155
Motto Shitte Fukushima!,ONA,Unknown,Currently Airing,"Feb 18, 2019 to ?",,-,-,-,Original,"Music,Slice of Life",6 sec.,G - All Ages,N/A,15397,16990,53
Motto! Majime ni Fumajime Kaiketsu Zorori,TV,Unknown,Currently Airing,"Apr 5, 2020 to ?",Spring 2020,-,-,"Ajia-Do,Bandai Namco Pictures",Book,"Adventure,Comedy,Kids",25 min.,PG - Children,N/A,15398,12099,443
Move to the Future,ONA,Unknown,Currently Airing,"Feb 7, 2019 to ?",,-,-,Signal.MD,Original,Sci-Fi,3 min.,G - All Ages,N/A,15407,12767,338
Mr. Men Little Miss,ONA,Unknown,Currently Airing,"Nov 29, 2013 to ?",,-,-,Sanrio,Picture book,Kids,2 min.,G - All Ages,N/A,15410,16007,118
Mukashibanashi Dokkiri Anime,ONA,Unknown,Currently Airing,"Feb 9, 2019 to ?",,-,-,-,Manga,"Comedy,Fantasy,Kids,Parody",1 min.,G - All Ages,N/A,15431,16887,62
Munou na Nana Mini Anime,ONA,Unknown,Currently Airing,"Oct 9, 2020 to ?",,"Square Enix,Kanon Sound",-,Bridge,Manga,"Comedy,Supernatural,Shounen",Unknown,None,N/A,15436,10272,953
Mushinin,ONA,Unknown,Currently Airing,"Sep 22, 2017 to ?",,-,-,-,Game,"Samurai,Shounen",4 min.,G - All Ages,N/A,15441,15378,151
Neko Konogoro,TV,Unknown,Currently Airing,"Jun 8, 2016 to ?",Summer 2016,Anime Beans,-,Kachidoki Studio,Manga,Comedy,1 min.,None,N/A,15540,10473,869
Neko Neko Nihonshi 5th Season,TV,Unknown,Currently Airing,"Apr 8, 2020 to ?",Spring 2020,NHK,-,-,Web manga,"Historical,Parody,Kids,Samurai",9 min.,G - All Ages,N/A,15546,15838,126
Neko no Robu,TV,Unknown,Currently Airing,"May 6, 2017 to ?",Spring 2017,"Gakken,MMDGP,Anime Beans",-,Kachidoki Studio,Original,"Slice of Life,Comedy",1 min.,G - All Ages,N/A,15555,10542,842
Shadows House,TV,Unknown,Not yet aired,Not available,,Aniplex,-,-,Manga,"Slice of Life,Supernatural,Seinen",Unknown,None,N/A,N/A,17222,560
Shakunetsu Kabaddi,TV,Unknown,Not yet aired,"Apr, 2021 to ?",Spring 2021,TV Tokyo,-,TMS Entertainment,Web manga,Sports,Unknown,None,N/A,N/A,8508,"2,249"
Shaman King (2021),TV,Unknown,Not yet aired,"Apr, 2021 to ?",Spring 2021,King Records,-,Bridge,Manga,"Action,Adventure,Comedy,Super Power,Supernatural,Shounen",Unknown,PG-13 - Teens 13 or older,N/A,N/A,3459,"21,419"
"Sentouin, Hakenshimasu!",TV,Unknown,Not yet aired,Not available,,-,-,-,Light novel,"Action,Comedy,Fantasy",Unknown,None,N/A,N/A,8257,"2,338"
Senpai ga Uzai Kouhai no Hanashi,TV,Unknown,Not yet aired,Not available,,-,-,Doga Kobo,Manga,"Comedy,Romance",Unknown,None,N/A,N/A,8482,"2,128"
Seijo no Maryoku wa Bannou desu,,Unknown,Not yet aired,Not available,,-,-,-,Light novel,"Romance,Fantasy",Unknown,None,N/A,N/A,10805,779
Sayonara Watashi no Cramer,TV,Unknown,Not yet aired,"Apr, 2021 to ?",Spring 2021,-,-,LIDENFILMS,Manga,"Sports,Drama,Shounen",Unknown,None,N/A,N/A,9306,"1,552"
Sakugan Labyrinth Marker,TV,Unknown,Not yet aired,2021 to ?,,"Sotsu,Mainichi Broadcasting System,DeNA,Nippon Cultural Broadcasting",-,Satelight,Novel,"Mecha,Sci-Fi",Unknown,None,N/A,N/A,6758,"4,148"
Sakkai Eightraid,,Unknown,Not yet aired,Not available,,Bandai Namco Entertainment,-,"CUCURI,Digital Network Animation",Original,"Action,Fantasy",Unknown,None,N/A,N/A,7645,"2,892"
Sabiiro no Armor,,Unknown,Not yet aired,Not available,,-,-,-,Other,"Action,Historical,Samurai",Unknown,None,N/A,N/A,13926,237
Rescue Academia,TV,Unknown,Not yet aired,2021 to ?,,-,-,Gaina,Original,"Sci-Fi,Adventure",Unknown,G - All Ages,N/A,N/A,9779,"1,198"
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,TV,Unknown,Not yet aired,2021 to ?,,Kadokawa,-,Shaft,Original,"Military,Sci-Fi,Music,Magic,Ecchi",Unknown,None,N/A,N/A,6384,"4,747"
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,Unknown,Not yet aired,"Jan, 2021 to ?",Winter 2021,-,-,White Fox,Light novel,"Psychological,Drama,Thriller,Fantasy",Unknown,R - 17+ (violence & profanity),N/A,N/A,1353,"97,424"
Project758,,Unknown,Not yet aired,Not available,,-,-,-,Unknown,Drama,Unknown,None,N/A,N/A,10029,"1,071"
Project Scard: Praeter no Kizu,TV,Unknown,Not yet aired,"Jan, 2021 to ?",Winter 2021,"Frontier Works,Glovision",-,GoHands,Original,"Action,Super Power",Unknown,None,N/A,N/A,9523,"1,460"
Rikei ga Koi ni Ochita no de Shoumei shitemita. 2nd Season,TV,Unknown,Not yet aired,Not available,,-,-,-,Web manga,"Comedy,Romance",Unknown,PG-13 - Teens 13 or older,N/A,N/A,17221,"12,800"
Shao Nian Ge Xing 2,ONA,Unknown,Not yet aired,Not available,,bilibili,-,CG Year,Novel,"Action,Adventure,Mystery,Historical,Martial Arts",Unknown,PG-13 - Teens 13 or older,N/A,N/A,13399,279
SSSS.Dynazenon,TV,Unknown,Not yet aired,Not available,,"Pony Canyon,Tsuburaya Productions",-,Trigger,Original,"Action,Mecha,Sci-Fi",Unknown,None,N/A,N/A,3838,"16,593"
Qiang Shen Ji: Shenhai Xianluo Pian,ONA,Unknown,Not yet aired,Not available,,-,-,-,Game,"Action,Sci-Fi",Unknown,PG-13 - Teens 13 or older,N/A,N/A,16616,85
Uchuu Nanchara Kotetsu-kun,TV,Unknown,Not yet aired,"Apr, 2021 to ?",Spring 2021,-,-,Fanworks,Web manga,Space,Unknown,None,N/A,N/A,17045,48
Tsukipro The Animation 2nd Season,TV,Unknown,Not yet aired,"Jan, 2021 to ?",Winter 2021,-,-,-,Music,Music,Unknown,PG-13 - Teens 13 or older,N/A,N/A,7948,"2,576"
Tsuki ga Michibiku Isekai Douchuu,TV,Unknown,Not yet aired,2021 to ?,,-,-,C2C,Light novel,"Adventure,Fantasy",Unknown,None,N/A,N/A,17226,354
Toutotsu ni Egypt Kami,ONA,Unknown,Not yet aired,"Dec, 2020 to ?",,-,-,-,Other,"Comedy,Fantasy,Slice of Life",Unknown,None,N/A,N/A,12043,470
Top wo Nerae 3!,OVA,Unknown,Not yet aired,Not available,,-,-,Gaina,Original,"Action,Sci-Fi,Space,Comedy,Drama,Mecha",Unknown,None,N/A,N/A,7040,"3,715"
Tokyo Mew Mew New ♡,,Unknown,Not yet aired,Not available,,-,-,-,Manga,"Sci-Fi,Comedy,Magic,Romance,Fantasy,Shoujo",Unknown,None,N/A,N/A,5937,"5,695"
Tokyo Revengers,TV,Unknown,Not yet aired,2021 to ?,,-,-,-,Manga,"Action,Drama,School,Shounen",Unknown,None,N/A,N/A,7404,"3,283"
Tiger & Bunny 2,TV,Unknown,Not yet aired,Not available,,-,-,Bandai Namco Pictures,Original,"Action,Mystery,Comedy,Super Power",Unknown,PG-13 - Teens 13 or older,N/A,N/A,6547,"4,504"
Tensura Nikki: Tensei shitara Slime Datta Ken,TV,Unknown,Not yet aired,"Apr, 2021 to Jun, 2021",Spring 2021,-,-,8bit,Manga,"Slice of Life,Comedy,Fantasy,Shounen",Unknown,PG-13 - Teens 13 or older,N/A,N/A,2351,"42,918"
The iDOLM@STER Million Live!,TV,Unknown,Not yet aired,Not available,,-,-,Shirogumi,Game,Music,Unknown,PG-13 - Teens 13 or older,N/A,N/A,8581,"1,987"
Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,Unknown,Not yet aired,"Jul, 2021 to Sep, 2021",Summer 2021,-,-,8bit,Light novel,"Comedy,Fantasy",Unknown,PG-13 - Teens 13 or older,N/A,N/A,2046,"54,239"
Tensei shitara Slime Datta Ken 2nd Season,TV,Unknown,Not yet aired,"Jan 12, 2021 to 2021",Winter 2021,-,-,8bit,Light novel,"Comedy,Fantasy",Unknown,PG-13 - Teens 13 or older,N/A,N/A,837,"161,725"
Alice Gear Aegis,OVA,Unknown,Not yet aired,2021 to ?,,-,-,-,Game,Mecha,Unknown,None,N/A,N/A,17231,46
Ane Naru Mono,OVA,Unknown,Not yet aired,2020 to ?,,-,-,-,Manga,"Horror,Supernatural,Romance,Ecchi",Unknown,None,N/A,N/A,6106,"5,349"
Alice in Deadly School,,Unknown,Not yet aired,Not available,,-,-,Hoods Entertainment,Other,"Comedy,School,Shounen",Unknown,None,N/A,N/A,4745,"9,962"
Akubi wo Suru ni wa Wake ga Aru,,Unknown,Not yet aired,Not available,,-,-,Gaina,Original,"Sports,Drama",Unknown,None,N/A,N/A,10879,735
Akira (Shin Anime),,Unknown,Not yet aired,Not available,,-,-,Sunrise,Manga,"Action,Military,Sci-Fi,Supernatural,Seinen",Unknown,None,N/A,N/A,4839,"9,522"
After School,ONA,Unknown,Not yet aired,Not available,,-,-,-,Original,School,Unknown,None,N/A,N/A,10133,"1,025"
86,TV,Unknown,Not yet aired,Not available,,-,-,A-1 Pictures,Light novel,"Sci-Fi,Drama",Unknown,None,N/A,N/A,6215,"5,383"
5-toubun no Hanayome ∬,TV,Unknown,Not yet aired,"Jan, 2021 to ?",Winter 2021,"DAX Production,Nichion",-,Bibury Animation Studios,Manga,"Harem,Comedy,Romance,School,Shounen",Unknown,PG-13 - Teens 13 or older,N/A,N/A,1253,"106,271"
2.43: Seiin Koukou Danshi Volley-bu,TV,Unknown,Not yet aired,"Jan, 2021 to ?",Winter 2021,-,-,David Production,Novel,"Sports,School",Unknown,None,N/A,N/A,5415,"7,604"
Zuihou de Zhaohuan Shi,ONA,Unknown,Not yet aired,2020 to ?,,-,-,ASK Animation Studio,Web manga,"Action,Adventure,Harem,Drama,Fantasy",Unknown,None,N/A,N/A,8769,"1,910"
Zombieland Saga: Revenge,TV,Unknown,Not yet aired,Not available,,-,-,-,Original,"Music,Comedy,Supernatural",23 min.,R - 17+ (violence & profanity),N/A,N/A,2314,"44,314"
Yuuki Yuuna wa Yuusha de Aru Churutto!,,Unknown,Not yet aired,Not available,,-,-,"W-Toon Studio,DMM.futureworks",Game,"Slice of Life,Comedy,Drama,Magic,Fantasy",Unknown,None,N/A,N/A,8590,"1,968"
Bleach: Sennen Kessen-hen,,Unknown,Not yet aired,Not available,,Shueisha,-,-,Manga,"Action,Adventure,Comedy,Super Power,Supernatural,Shounen",Unknown,PG-13 - Teens 13 or older,N/A,N/A,2114,"51,679"
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,TV,Unknown,Not yet aired,Not available,,-,-,Studio Gokumi,Original,"Slice of Life,Drama,Magic,Fantasy",Unknown,PG-13 - Teens 13 or older,N/A,N/A,7462,"3,138"
Etotama 2,TV,Unknown,Not yet aired,Not available,,-,-,-,Original,"Action,Comedy,Fantasy",24 min.,PG-13 - Teens 13 or older,N/A,N/A,5635,"6,515"
Edens Zero,TV,Unknown,Not yet aired,"Apr, 2021 to ?",Spring 2021,-,-,J.C.Staff,Manga,"Action,Sci-Fi,Adventure,Comedy,Fantasy,Shounen",Unknown,PG-13 - Teens 13 or older,N/A,N/A,5469,"7,308"
Dr. Stone: Stone Wars,TV,Unknown,Not yet aired,"Jan, 2021 to ?",Winter 2021,Shueisha,-,TMS Entertainment,Manga,"Sci-Fi,Adventure,Shounen",Unknown,PG-13 - Teens 13 or older,N/A,N/A,893,"155,286"
"Dragon, Ie wo Kau.",TV,Unknown,Not yet aired,Not available,,Pony Canyon,-,Signal.MD,Manga,"Comedy,Fantasy,Shounen",Unknown,None,N/A,N/A,9372,"1,468"
